Date,Open,High,Low,Close,Adj Close,Volume
2021-04-22,4230.000000,4260.000000,4200.000000,4200.000000,4200.000000,108010700
2021-04-23,4200.000000,4280.000000,4190.000000,4250.000000,4250.000000,109555800
2021-04-26,4240.000000,4250.000000,4130.000000,4140.000000,4140.000000,143058700
2021-04-27,4200.000000,4200.000000,4150.000000,4170.000000,4170.000000,132799600
2021-04-28,4170.000000,4220.000000,4130.000000,4130.000000,4130.000000,115076300
2021-04-29,4190.000000,4200.000000,4140.000000,4160.000000,4160.000000,113372000
2021-04-30,4150.000000,4160.000000,4050.000000,4050.000000,4050.000000,234084900
2021-05-03,4060.000000,4070.000000,4000.000000,4010.000000,4010.000000,112939600
2021-05-04,4020.000000,4070.000000,4010.000000,4060.000000,4060.000000,76623800
2021-05-05,4110.000000,4130.000000,4080.000000,4090.000000,4090.000000,106654100
2021-05-06,4130.000000,4130.000000,4070.000000,4110.000000,4110.000000,78386100
2021-05-07,4140.000000,4140.000000,4040.000000,4050.000000,4050.000000,75778900
2021-05-10,4050.000000,4090.000000,4050.000000,4050.000000,4050.000000,73978500
2021-05-11,4030.000000,4040.000000,3980.000000,3990.000000,3990.000000,151844200
2021-05-17,3960.000000,4000.000000,3900.000000,3900.000000,3900.000000,195291900
2021-05-18,3960.000000,3960.000000,3890.000000,3900.000000,3900.000000,115704100
2021-05-19,3850.000000,3940.000000,3850.000000,3870.000000,3870.000000,123005100
2021-05-20,3840.000000,3930.000000,3820.000000,3880.000000,3880.000000,149845300
2021-05-21,3920.000000,3950.000000,3860.000000,3890.000000,3890.000000,110111400
2021-05-24,3970.000000,4060.000000,3910.000000,4040.000000,4040.000000,133806900
2021-05-25,4070.000000,4140.000000,4040.000000,4060.000000,4060.000000,153339900
2021-05-27,4140.000000,4190.000000,3950.000000,3950.000000,3950.000000,566074500
2021-05-28,4040.000000,4170.000000,4020.000000,4070.000000,4070.000000,249177000
2021-05-31,4130.000000,4280.000000,4110.000000,4260.000000,4260.000000,296848200
2021-06-02,4350.000000,4380.000000,4230.000000,4260.000000,4260.000000,283865400
2021-06-03,4270.000000,4360.000000,4220.000000,4360.000000,4360.000000,157674300
2021-06-04,4380.000000,4390.000000,4290.000000,4340.000000,4340.000000,125583500
2021-06-07,4340.000000,4350.000000,4210.000000,4250.000000,4250.000000,138866500
2021-06-08,4280.000000,4280.000000,4190.000000,4200.000000,4200.000000,98987900
2021-06-09,4100.000000,4270.000000,4100.000000,4220.000000,4220.000000,97665400
2021-06-10,4280.000000,4320.000000,4260.000000,4300.000000,4300.000000,97257300
2021-06-11,4350.000000,4350.000000,4280.000000,4280.000000,4280.000000,52553100
2021-06-14,4330.000000,4350.000000,4280.000000,4350.000000,4350.000000,121237400
2021-06-15,4350.000000,4350.000000,4210.000000,4230.000000,4230.000000,182463800
2021-06-16,4150.000000,4170.000000,4010.000000,4010.000000,4010.000000,437267600
2021-06-17,3980.000000,4070.000000,3930.000000,4030.000000,4030.000000,305679700
2021-06-18,4060.000000,4060.000000,3910.000000,3910.000000,3910.000000,296000300
2021-06-21,3880.000000,3970.000000,3860.000000,3940.000000,3940.000000,145038200
2021-06-22,3940.000000,4070.000000,3920.000000,4040.000000,4040.000000,120755000
2021-06-23,4050.000000,4070.000000,3940.000000,3940.000000,3940.000000,162498800
2021-06-24,4000.000000,4010.000000,3960.000000,3990.000000,3990.000000,50382000
2021-06-25,4030.000000,4040.000000,3990.000000,3990.000000,3990.000000,75589800
2021-06-28,3980.000000,3990.000000,3930.000000,3930.000000,3930.000000,141231800
2021-06-29,3860.000000,3910.000000,3860.000000,3900.000000,3900.000000,121772800
2021-06-30,3900.000000,3970.000000,3890.000000,3940.000000,3940.000000,112847100
2021-07-01,3940.000000,3970.000000,3910.000000,3940.000000,3940.000000,95671900
2021-07-02,4000.000000,4030.000000,3970.000000,3990.000000,3990.000000,85301200
2021-07-05,3930.000000,3960.000000,3880.000000,3900.000000,3900.000000,84968300
2021-07-06,3950.000000,3950.000000,3890.000000,3890.000000,3890.000000,55317000
2021-07-07,3920.000000,3940.000000,3810.000000,3820.000000,3820.000000,148723800
2021-07-08,3890.000000,3900.000000,3820.000000,3870.000000,3870.000000,147587600
2021-07-09,3860.000000,3870.000000,3780.000000,3800.000000,3800.000000,127826500
2021-07-12,3800.000000,3820.000000,3750.000000,3760.000000,3760.000000,119727200
2021-07-13,3800.000000,3800.000000,3760.000000,3780.000000,3780.000000,159709500
2021-07-14,3780.000000,3800.000000,3700.000000,3710.000000,3710.000000,105184100
2021-07-15,3750.000000,3840.000000,3730.000000,3810.000000,3810.000000,127139100
2021-07-16,3850.000000,3860.000000,3810.000000,3840.000000,3840.000000,98486200
2021-07-19,3850.000000,3850.000000,3780.000000,3780.000000,3780.000000,63023000
2021-07-21,3850.000000,3880.000000,3810.000000,3820.000000,3820.000000,100915300
2021-07-22,3870.000000,3910.000000,3840.000000,3900.000000,3900.000000,85309600
2021-07-23,3940.000000,3950.000000,3830.000000,3870.000000,3870.000000,87235100
2021-07-26,3900.000000,3900.000000,3820.000000,3830.000000,3830.000000,81996800
2021-07-27,3860.000000,3860.000000,3770.000000,3800.000000,3800.000000,90672700
2021-07-28,3800.000000,3810.000000,3720.000000,3730.000000,3730.000000,70705400
2021-07-29,3760.000000,3840.000000,3750.000000,3770.000000,3770.000000,93469200
2021-07-30,3830.000000,3830.000000,3710.000000,3710.000000,3710.000000,103301100
2021-08-02,3770.000000,3770.000000,3700.000000,3740.000000,3740.000000,96187100
2021-08-03,3740.000000,3780.000000,3720.000000,3750.000000,3750.000000,79873600
2021-08-04,3790.000000,3850.000000,3770.000000,3850.000000,3850.000000,83496200
2021-08-05,3900.000000,4090.000000,3900.000000,4050.000000,4050.000000,267404100
2021-08-06,4050.000000,4060.000000,3900.000000,3930.000000,3930.000000,138594800
2021-08-09,3940.000000,3950.000000,3820.000000,3850.000000,3850.000000,93093100
2021-08-10,3890.000000,3890.000000,3810.000000,3820.000000,3820.000000,85771200
2021-08-12,3850.000000,3850.000000,3800.000000,3810.000000,3810.000000,85874900
2021-08-13,3820.000000,3880.000000,3820.000000,3870.000000,3870.000000,95298300
2021-08-16,3870.000000,3930.000000,3840.000000,3930.000000,3930.000000,63711200
2021-08-18,3990.000000,4090.000000,3930.000000,4070.000000,4070.000000,224861000
2021-08-19,4000.000000,4020.000000,3860.000000,3880.000000,3880.000000,198373600
2021-08-20,3880.000000,3940.000000,3830.000000,3930.000000,3930.000000,80299100
2021-08-23,3980.000000,3990.000000,3930.000000,3960.000000,3960.000000,61938800
2021-08-24,3950.000000,3960.000000,3830.000000,3890.000000,3890.000000,137163100
2021-08-25,3499.939453,3545.393311,3499.939453,3536.302490,3536.302490,86571495
2021-08-26,3536.302490,3545.393311,3490.848877,3518.121094,3518.121094,69144334
2021-08-27,3536.302490,3536.302490,3481.758057,3490.848877,3490.848877,79498923
2021-08-30,3499.939453,3581.756348,3490.848877,3581.756348,3581.756348,128539860
2021-08-31,3581.756348,3590.847168,3518.121094,3572.665527,3572.665527,134879489
2021-09-01,3572.665527,3572.665527,3527.211914,3536.302490,3536.302490,97691477
2021-09-02,3509.030273,3536.302490,3490.848877,3518.121094,3518.121094,81242343
2021-09-03,3499.939453,3572.665527,3463.576416,3572.665527,3572.665527,165056860
2021-09-06,3590.847168,3618.119385,3499.939453,3499.939453,3499.939453,188929693
2021-09-07,3536.302490,3563.574707,3518.121094,3554.484131,3554.484131,140380354
2021-09-08,3820.000000,3880.000000,3720.000000,3730.000000,3730.000000,228087900
2021-09-09,3700.000000,3770.000000,3650.000000,3730.000000,3730.000000,306319600
2021-09-10,3710.000000,3790.000000,3670.000000,3780.000000,3780.000000,177033000
2021-09-13,3710.000000,3750.000000,3660.000000,3700.000000,3700.000000,169825000
2021-09-14,3720.000000,3730.000000,3660.000000,3700.000000,3700.000000,216363400
2021-09-15,3670.000000,3670.000000,3620.000000,3660.000000,3660.000000,263544000
2021-09-16,3650.000000,3660.000000,3610.000000,3640.000000,3640.000000,194782800
2021-09-17,3630.000000,3640.000000,3570.000000,3610.000000,3610.000000,346529100
2021-09-20,3590.000000,3590.000000,3510.000000,3590.000000,3590.000000,357971300
2021-09-21,3510.000000,3580.000000,3500.000000,3570.000000,3570.000000,410533900
2021-09-22,3520.000000,3650.000000,3520.000000,3610.000000,3610.000000,416087300
2021-09-23,3600.000000,3770.000000,3590.000000,3770.000000,3770.000000,432390800
2021-09-24,3790.000000,3860.000000,3770.000000,3820.000000,3820.000000,634549600
2021-09-27,3770.000000,3800.000000,3730.000000,3750.000000,3750.000000,380151200
2021-09-28,3770.000000,3770.000000,3690.000000,3720.000000,3720.000000,306827400
2021-09-29,3720.000000,3750.000000,3690.000000,3740.000000,3740.000000,143081800
2021-09-30,3760.000000,3870.000000,3750.000000,3850.000000,3850.000000,416099000
2021-10-01,3850.000000,3920.000000,3830.000000,3900.000000,3900.000000,359864700
2021-10-04,3900.000000,4010.000000,3890.000000,3970.000000,3970.000000,335762600
2021-10-05,3950.000000,3980.000000,3910.000000,3930.000000,3930.000000,236562700
2021-10-06,3920.000000,4150.000000,3920.000000,4120.000000,4120.000000,446708800
2021-10-07,4150.000000,4170.000000,4070.000000,4120.000000,4120.000000,264905400
2021-10-08,4190.000000,4240.000000,4130.000000,4160.000000,4160.000000,196631600
2021-10-11,4160.000000,4200.000000,4130.000000,4180.000000,4180.000000,146720100
2021-10-12,4180.000000,4240.000000,4180.000000,4220.000000,4220.000000,241196000
2021-10-13,4230.000000,4300.000000,4220.000000,4280.000000,4280.000000,264629400
2021-10-14,4280.000000,4350.000000,4230.000000,4250.000000,4250.000000,196989500
2021-10-15,4250.000000,4330.000000,4220.000000,4320.000000,4320.000000,318189600
2021-10-18,4350.000000,4410.000000,4340.000000,4410.000000,4410.000000,286829000
2021-10-19,4450.000000,4450.000000,4360.000000,4400.000000,4400.000000,161256300
2021-10-21,4450.000000,4460.000000,4320.000000,4360.000000,4360.000000,319230200
2021-10-22,4340.000000,4400.000000,4320.000000,4400.000000,4400.000000,160459300
2021-10-25,4330.000000,4370.000000,4300.000000,4300.000000,4300.000000,128240100
2021-10-26,4280.000000,4370.000000,4270.000000,4350.000000,4350.000000,108782400
2021-10-27,4330.000000,4340.000000,4260.000000,4290.000000,4290.000000,258038300
2021-10-28,4210.000000,4300.000000,4200.000000,4240.000000,4240.000000,159645200
2021-10-29,4300.000000,4300.000000,4220.000000,4250.000000,4250.000000,155011100
2021-11-01,4330.000000,4330.000000,4220.000000,4230.000000,4230.000000,102079300
2021-11-02,4270.000000,4270.000000,4210.000000,4210.000000,4210.000000,124799700
2021-11-03,4250.000000,4300.000000,4210.000000,4290.000000,4290.000000,100486300
2021-11-04,4330.000000,4340.000000,4250.000000,4250.000000,4250.000000,119591100
2021-11-05,4270.000000,4270.000000,4210.000000,4240.000000,4240.000000,74347000
2021-11-08,4250.000000,4260.000000,4220.000000,4230.000000,4230.000000,79465600
2021-11-09,4230.000000,4250.000000,4220.000000,4250.000000,4250.000000,92453200
2021-11-10,4230.000000,4260.000000,4210.000000,4250.000000,4250.000000,69475400
2021-11-11,4290.000000,4300.000000,4230.000000,4250.000000,4250.000000,149637700
2021-11-12,4270.000000,4290.000000,4210.000000,4220.000000,4220.000000,80234400
2021-11-15,4220.000000,4220.000000,4140.000000,4160.000000,4160.000000,220142300
2021-11-16,4120.000000,4170.000000,4120.000000,4130.000000,4130.000000,163555000
2021-11-17,4170.000000,4200.000000,4160.000000,4200.000000,4200.000000,126523700
2021-11-18,4150.000000,4190.000000,4140.000000,4180.000000,4180.000000,114881200
2021-11-19,4220.000000,4290.000000,4220.000000,4280.000000,4280.000000,182167700
2021-11-22,4310.000000,4310.000000,4250.000000,4280.000000,4280.000000,151514000
2021-11-23,4280.000000,4280.000000,4200.000000,4210.000000,4210.000000,104294200
2021-11-24,4200.000000,4230.000000,4190.000000,4210.000000,4210.000000,111072800
2021-11-25,4180.000000,4250.000000,4180.000000,4220.000000,4220.000000,123609400
